Time,CPU_CAP,CPU_USAGE,MEM_CAP,MEM_USAGE,CPU_AVAI,MEM_AVAI,NET_IN,NET_OUT,Label,Score
15731,1.6,895,6345.0,1319.0,18347.0,22727701.0,1.6,895,0,0.0
15732,1.68,880,6239.0,1324.0,18352.0,22746423.0,1.68,880,0,0.0
15733,1.58,841,6212.0,1328.0,18336.0,22485279.0,1.58,841,1,0.994718404648
15734,1.61,814,6225.0,1339.0,18352.0,22395721.0,1.61,814,1,0.995376641866
15735,1.59,857,6169.0,1333.0,18387.0,22443381.0,1.59,857,1,0.997540100775
15736,1.45,874,6260.0,1332.0,18368.0,22463639.0,1.45,874,1,0.999912052196
15737,2.04,850,6229.0,1329.0,18411.0,22419554.0,2.04,850,1,0.99675841547
15738,1.46,892,6146.0,1328.0,18447.0,22392973.0,1.46,892,1,0.999266924303
15739,1.11,876,6113.0,1341.0,18367.0,22377197.0,1.11,876,1,0.98678326848
15740,1.47,897,6195.0,1337.0,18394.0,22268986.0,1.47,897,1,0.999266924303
15741,1.03,848,6222.0,1327.0,18375.0,22290048.0,1.03,848,1,0.81060597722
15742,1.14,857,6191.0,1340.0,18374.0,22138802.0,1.14,857,1,0.836085834153
15743,1.3,858,6129.0,1315.0,18332.0,22022436.0,1.3,858,1,0.796027416038
15744,1.23,826,6158.0,1312.0,18433.0,21940264.0,1.23,826,1,0.73447737297
15745,1.54,797,6133.0,1318.0,18348.0,22113097.0,1.54,797,1,0.950087078156
15746,1.77,844,6056.0,1278.0,18294.0,22011545.0,1.77,844,1,0.923006548307
15747,1.27,803,5955.0,1303.0,18341.0,21875905.0,1.27,803,1,0.874338761744
15748,1.22,817,6020.0,1297.0,18261.0,21909360.0,1.22,817,1,0.0
15749,1.42,855,5978.0,1304.0,18269.0,21848754.0,1.42,855,2,0.890817447572
15750,1.33,833,5992.0,1319.0,18269.0,21699195.0,1.33,833,2,0.893675014699
15751,1.43,827,6058.0,1316.0,18324.0,21898500.0,1.43,827,1,0.874779210585
15752,1.07,843,6111.0,1309.0,18288.0,22101815.0,1.07,843,1,0.638508691235
15753,1.0,787,6028.0,1316.0,18336.0,22083990.0,1.0,787,1,0.629690892019
15754,1.11,876,6065.0,1316.0,18334.0,22131819.0,1.11,876,1,0.98056310352
15755,1.26,834,5957.0,1314.0,18344.0,22195530.0,1.26,834,1,0.78633331337
15756,1.66,818,5945.0,1333.0,18337.0,21943849.0,1.66,818,1,0.999841557968
15757,1.1,837,5996.0,1285.0,18350.0,22040275.0,1.1,837,2,0.0
15758,1.35,819,5899.0,1315.0,18314.0,21984696.0,1.35,819,0,0.718872535364
15759,1.49,840,5935.0,1302.0,18265.0,21806168.0,1.49,840,0,0.945499484085
15760,1.03,814,5927.0,1334.0,18270.0,21790667.0,1.03,814,1,0.934838148012
15761,1.17,780,5867.0,1303.0,18281.0,21735102.0,1.17,780,1,0.622740503069
15762,1.43,770,5790.0,1323.0,18072.0,21610774.0,1.43,770,1,0.782078350118
15763,1.2,790,5693.0,1311.0,18042.0,21429296.0,1.2,790,1,0.0
15764,1.32,827,5713.0,1303.0,17848.0,21182918.0,1.32,827,1,0.828091725619
15765,1.33,807,5635.0,1311.0,17783.0,20836205.0,1.33,807,1,0.0
15766,1.69,875,5641.0,1333.0,17853.0,20852676.0,1.69,875,2,0.999087342081
15767,1.22,804,5586.0,1274.0,17614.0,20824701.0,1.22,804,1,0.0
15768,1.46,774,5586.0,1317.0,17540.0,20639615.0,1.46,774,1,0.919467443916
15769,1.47,892,5568.0,1290.0,17545.0,20738127.0,1.47,892,1,0.529832227238
15770,1.48,908,5458.0,1301.0,17574.0,20690119.0,1.48,908,1,0.597201342472
15771,1.58,857,5447.0,1288.0,17498.0,20710991.0,1.58,857,1,0.864128007229
15772,1.54,845,5419.0,1288.0,17465.0,20696471.0,1.54,845,1,0.545419657387
15773,1.29,795,5463.0,1308.0,17360.0,20626055.0,1.29,795,1,0.0
15774,1.49,800,5413.0,1308.0,17292.0,20579627.0,1.49,800,1,0.98028870071
15775,1.07,806,5321.0,1290.0,17098.0,20282416.0,1.07,806,1,0.0
15776,1.26,814,5292.0,1276.0,17039.0,20075928.0,1.26,814,1,0.0
15777,1.51,805,5286.0,1257.0,16961.0,20073357.0,1.51,805,1,0.959034677636
15778,1.37,813,5269.0,1288.0,16986.0,20084778.0,1.37,813,1,0.0
15779,1.64,805,5213.0,1280.0,16944.0,20112130.0,1.64,805,1,0.994199097299
15780,1.5,791,5289.0,1268.0,16891.0,20054241.0,1.5,791,1,0.924729241485
15781,1.24,776,5251.0,1258.0,16935.0,20166317.0,1.24,776,1,0.0
15782,1.45,782,5214.0,1290.0,16903.0,20186023.0,1.45,782,1,0.88728815972
15783,1.16,776,5227.0,1291.0,16751.0,19983882.0,1.16,776,2,0.0
15784,1.3,779,5184.0,1284.0,16604.0,19737661.0,1.3,779,0,0.0
15785,1.08,767,5261.0,1268.0,16545.0,19613636.0,1.08,767,0,0.0
15786,1.45,791,5166.0,1263.0,16449.0,19491517.0,1.45,791,0,0.760472033623
15787,1.16,803,5059.0,1264.0,16350.0,19473115.0,1.16,803,0,0.0
15788,1.27,781,5033.0,1253.0,16204.0,19289896.0,1.27,781,0,0.0
15789,1.48,771,5040.0,1274.0,16125.0,19161837.0,1.48,771,0,0.0
15790,1.54,801,5018.0,1281.0,16050.0,19230488.0,1.54,801,0,0.0
15791,1.19,758,4946.0,1265.0,16041.0,19168181.0,1.19,758,0,0.0
15792,1.22,798,4889.0,1255.0,15859.0,19114541.0,1.22,798,0,0.0
15793,1.35,743,4829.0,1239.0,15720.0,19008963.0,1.35,743,0,0.0
15794,1.21,793,4851.0,1253.0,15551.0,18895149.0,1.21,793,0,0.0
15795,1.33,806,4813.0,1262.0,15449.0,18556825.0,1.33,806,0,0.0
15796,1.18,755,4787.0,1251.0,15355.0,18554401.0,1.18,755,0,0.0
15797,1.33,784,4739.0,1253.0,15262.0,18616594.0,1.33,784,1,0.0
15798,1.31,760,4710.0,1290.0,15164.0,18421442.0,1.31,760,1,0.0
15799,1.1,763,4653.0,1276.0,14993.0,18259921.0,1.1,763,1,0.0
15800,1.16,762,4621.0,1264.0,14943.0,17988719.0,1.16,762,1,0.0
15801,1.22,759,4597.0,1269.0,14836.0,17903221.0,1.22,759,1,0.0
15802,1.13,733,4572.0,1277.0,14704.0,17750905.0,1.13,733,1,0.0
15803,1.06,758,4547.0,1265.0,14620.0,17619803.0,1.06,758,2,0.0
15804,1.0,738,4476.0,1268.0,14393.0,17557816.0,1.0,738,1,0.88490266753
15805,1.26,782,4439.0,1230.0,14348.0,17305266.0,1.26,782,1,0.915635418709
15806,0.96,754,4450.0,1215.0,14311.0,17250916.0,0.96,754,1,0.891326587926
15807,1.15,770,4408.0,1241.0,14162.0,17131549.0,1.15,770,1,0.855861643069
15808,1.09,762,4359.0,1264.0,14028.0,17085629.0,1.09,762,1,0.78564485203
15809,1.29,739,4303.0,1245.0,13916.0,16904131.0,1.29,739,1,0.0
15810,1.36,743,4305.0,1241.0,13766.0,16732467.0,1.36,743,2,0.0
15811,1.16,752,4267.0,1261.0,13663.0,16639437.0,1.16,752,0,0.0
15812,1.15,722,4193.0,1242.0,13479.0,16428066.0,1.15,722,0,0.0
15813,1.11,745,4160.0,1238.0,13239.0,16152017.0,1.11,745,0,0.0
15814,1.17,737,4137.0,1211.0,13032.0,15865964.0,1.17,737,0,0.0
15815,1.36,755,4082.0,1232.0,13010.0,15721766.0,1.36,755,0,0.0
15816,1.09,738,4064.0,1245.0,12916.0,15749353.0,1.09,738,0,0.0
15817,1.08,731,4045.0,1256.0,12782.0,15556472.0,1.08,731,0,0.0
15818,1.26,729,3962.0,1234.0,12727.0,15414412.0,1.26,729,0,0.0
15819,1.09,762,4010.0,1231.0,12652.0,15480814.0,1.09,762,0,0.0
15820,0.99,762,3973.0,1244.0,12499.0,15336803.0,0.99,762,0,0.0
15821,1.4,787,3911.0,1236.0,12401.0,15171085.0,1.4,787,0,0.0
15822,1.0,720,3908.0,1219.0,12349.0,15168407.0,1.0,720,1,0.0
15823,1.07,743,3833.0,1214.0,12186.0,15008819.0,1.07,743,1,0.69777683392
15824,1.05,731,3804.0,1211.0,12005.0,14828082.0,1.05,731,1,0.536562637
15825,1.38,707,3795.0,1241.0,11946.0,14553542.0,1.38,707,1,0.0
15826,1.32,750,3761.0,1230.0,11916.0,14554307.0,1.32,750,1,0.0
15827,1.35,744,3730.0,1220.0,11884.0,14622912.0,1.35,744,1,0.0
15828,1.17,720,3763.0,1226.0,11839.0,14599858.0,1.17,720,2,0.0
15829,1.03,723,3745.0,1228.0,11713.0,14561241.0,1.03,723,0,0.0
15830,1.44,734,3686.0,1223.0,11559.0,14391784.0,1.44,734,1,0.0
15831,1.2,726,3612.0,1214.0,11466.0,14229894.0,1.2,726,1,0.0
15832,1.53,674,3617.0,1216.0,11333.0,14058887.0,1.53,674,1,0.0
15833,1.23,733,3581.0,1185.0,11244.0,13870108.0,1.23,733,1,0.0
15834,1.19,720,3556.0,1212.0,11080.0,13782290.0,1.19,720,1,0.0
15835,1.23,733,3521.0,1229.0,10954.0,13626006.0,1.23,733,1,0.0
15836,1.33,708,3512.0,1234.0,10823.0,13523252.0,1.33,708,2,0.0
15837,1.14,705,3492.0,1203.0,10742.0,13393202.0,1.14,705,0,0.0
15838,1.07,666,3451.0,1195.0,10543.0,13210514.0,1.07,666,0,0.0
15839,1.14,693,3345.0,1210.0,10407.0,13022819.0,1.14,693,0,0.0
15840,1.11,680,3303.0,1225.0,10335.0,12915532.0,1.11,680,0,0.0
15841,1.06,710,3272.0,1220.0,10250.0,12881020.0,1.06,710,0,0.0
15842,0.92,695,3246.0,1208.0,10100.0,12742799.0,0.92,695,0,0.0
15843,0.83,675,3187.0,1208.0,9879.0,12471594.0,0.83,675,0,0.0
15844,1.25,720,3219.0,1226.0,9759.0,12229407.0,1.25,720,0,0.0
15845,1.26,702,3152.0,1202.0,9728.0,12112956.0,1.26,702,0,0.0
15846,1.2,688,3115.0,1166.0,9568.0,12116799.0,1.2,688,0,0.0
15847,0.92,699,3127.0,1189.0,9537.0,12051776.0,0.92,699,0,0.0
15848,1.17,675,3089.0,1197.0,9467.0,11960705.0,1.17,675,0,0.0
15849,0.96,712,3094.0,1200.0,9369.0,11808296.0,0.96,712,0,0.0
15850,1.17,689,3036.0,1199.0,9284.0,11698704.0,1.17,689,0,0.0
15851,1.09,664,2966.0,1191.0,9168.0,11565139.0,1.09,664,0,0.0
15852,1.18,720,2978.0,1190.0,9134.0,11490222.0,1.18,720,0,0.0
15853,1.32,707,2949.0,1206.0,9054.0,11442129.0,1.32,707,0,0.0
15854,0.96,704,2911.0,1219.0,8859.0,11316432.0,0.96,704,0,0.0
15855,1.03,715,2922.0,1222.0,8786.0,11170396.0,1.03,715,0,0.0
15856,1.0,696,2872.0,1233.0,8659.0,11021054.0,1.0,696,0,0.0
15857,0.95,663,2810.0,1202.0,8589.0,10911312.0,0.95,663,0,0.0
15858,1.24,688,2777.0,1195.0,8418.0,10761721.0,1.24,688,0,0.0
15859,1.98,669,2802.0,1178.0,8378.0,10600497.0,1.98,669,1,0.563610851115
15860,1.31,677,2711.0,1166.0,8300.0,10567652.0,1.31,677,1,0.0
15861,1.2,735,2697.0,1194.0,8210.0,10469523.0,1.2,735,1,0.0
15862,1.47,682,2671.0,1202.0,8114.0,10379609.0,1.47,682,1,0.0
15863,0.94,677,2664.0,1197.0,7993.0,10311926.0,0.94,677,1,0.0
15864,1.01,656,2645.0,1193.0,7809.0,10087329.0,1.01,656,1,0.0
15865,1.09,681,2607.0,1206.0,7763.0,9886305.0,1.09,681,1,0.0
15866,0.98,678,2612.0,1226.0,7793.0,9848873.0,0.98,678,2,0.0
15867,1.15,695,2572.0,1193.0,7674.0,9939795.0,1.15,695,0,0.0
15868,1.0,674,2527.0,1204.0,7565.0,9809515.0,1.0,674,0,0.0
15869,0.96,672,2520.0,1183.0,7459.0,9657115.0,0.96,672,0,0.0
15870,0.84,663,2485.0,1159.0,7368.0,9415125.0,0.84,663,1,0.0
15871,1.22,692,2455.0,1176.0,7254.0,9326125.0,1.22,692,1,0.0
15872,1.15,674,2434.0,1183.0,7222.0,9184558.0,1.15,674,1,0.0
15873,0.67,631,2397.0,1180.0,7150.0,9173851.0,0.67,631,1,0.0
15874,0.64,650,2364.0,1243.0,7105.0,9022909.0,0.64,650,1,0.0
15875,1.01,644,2351.0,1225.0,6974.0,8927871.0,1.01,644,1,0.0
15876,1.23,648,2328.0,1205.0,6898.0,8821077.0,1.23,648,2,0.0
15877,1.02,619,2275.0,1191.0,6842.0,8736606.0,1.02,619,1,0.0
15878,1.18,649,2264.0,1183.0,6746.0,8641782.0,1.18,649,1,0.0
15879,1.01,666,2251.0,1195.0,6615.0,8603143.0,1.01,666,2,0.0
15880,0.95,600,2239.0,1209.0,6562.0,8485590.0,0.95,600,0,0.0
15881,1.26,682,2214.0,1172.0,6510.0,8439415.0,1.26,682,0,0.0
15882,1.11,636,2224.0,1175.0,6423.0,8431195.0,1.11,636,0,0.0
15883,1.1,611,2193.0,1187.0,6344.0,8341340.0,1.1,611,1,0.81164091366
15884,1.03,679,2140.0,1162.0,6294.0,8178960.0,1.03,679,1,0.0
15885,1.04,662,2142.0,1148.0,6247.0,8045280.0,1.04,662,1,0.0
15886,0.86,646,2118.0,1185.0,6193.0,7930254.0,0.86,646,1,0.0
15887,1.05,645,2068.0,1130.0,6124.0,7868751.0,1.05,645,1,0.0
15888,1.44,678,2028.0,1164.0,6068.0,7825885.0,1.44,678,1,0.534254956619
15889,1.14,648,2006.0,1154.0,5941.0,7724515.0,1.14,648,1,0.0
15890,1.12,679,1986.0,1200.0,5895.0,7639110.0,1.12,679,1,0.0
15891,1.17,631,1956.0,1135.0,5735.0,7507518.0,1.17,631,1,0.547149570783
15892,1.08,647,1939.0,1158.0,5683.0,7354206.0,1.08,647,1,0.0
15893,1.16,645,1907.0,1149.0,5636.0,7291291.0,1.16,645,2,0.0
15894,1.04,626,1877.0,1169.0,5542.0,7211937.0,1.04,626,1,0.0
15895,1.48,635,1860.0,1152.0,5415.0,7138417.0,1.48,635,1,0.596033153631
15896,0.61,646,1901.0,1169.0,5396.0,7957238.0,0.61,646,1,0.0
15897,0.89,636,1802.0,1176.0,5323.0,6999233.0,0.89,636,1,0.0
15898,1.01,619,1807.0,1162.0,5195.0,6912373.0,1.01,619,1,0.0
15899,1.15,630,1808.0,1174.0,5127.0,6757524.0,1.15,630,1,0.0
15900,0.92,653,1795.0,1182.0,5084.0,6701929.0,0.92,653,1,0.0
15901,1.38,626,1770.0,1203.0,5022.0,6654634.0,1.38,626,1,0.0
15902,0.62,619,1786.0,1197.0,5042.0,6539153.0,0.62,619,1,0.0
15903,1.07,664,1775.0,1166.0,4984.0,6502728.0,1.07,664,1,0.0
15904,0.89,675,1757.0,1181.0,4928.0,6493222.0,0.89,675,1,0.0
15905,1.11,627,1761.0,1145.0,4872.0,6429039.0,1.11,627,1,0.0
15906,1.26,642,1732.0,1149.0,4870.0,6334987.0,1.26,642,2,0.728126188453
15907,1.31,666,1719.0,1120.0,4814.0,6319999.0,1.31,666,1,0.726037582385
15908,0.77,610,1690.0,1156.0,4788.0,6288134.0,0.77,610,1,0.0
15909,0.7,607,1660.0,1136.0,4734.0,6224964.0,0.7,607,1,0.0
15910,1.45,676,1667.0,1151.0,4696.0,6214656.0,1.45,676,1,0.968339386973
15911,0.83,620,1637.0,1142.0,4643.0,6152207.0,0.83,620,1,0.0
15912,0.9,662,1633.0,1151.0,4564.0,6070568.0,0.9,662,1,0.0
15913,1.16,653,1589.0,1135.0,4491.0,5962655.0,1.16,653,1,0.0
15914,1.18,644,1596.0,1133.0,4417.0,5883019.0,1.18,644,1,0.581420702349
15915,1.14,661,1541.0,1111.0,4391.0,5744733.0,1.14,661,1,0.842747606103
15916,0.91,640,1531.0,1170.0,4363.0,5724089.0,0.91,640,1,0.0
15917,1.06,665,1529.0,1166.0,4294.0,5711422.0,1.06,665,1,0.507005107489
15918,1.13,599,1503.0,1141.0,4221.0,5657597.0,1.13,599,1,0.59836126984
15919,0.84,663,1492.0,1117.0,4183.0,5539120.0,0.84,663,1,0.621157067671
15920,1.02,633,1475.0,1105.0,4152.0,5437809.0,1.02,633,2,0.505015691936
15921,0.89,666,1456.0,1157.0,4094.0,5366979.0,0.89,666,1,0.0
15922,1.13,622,1435.0,1159.0,4047.0,5307730.0,1.13,622,1,0.660141718684
15923,1.1,616,1430.0,1124.0,3974.0,5289787.0,1.1,616,1,0.725633417031
15924,1.35,624,1410.0,1139.0,3931.0,5253139.0,1.35,624,1,0.969083828079
15925,0.67,614,1385.0,1129.0,3917.0,5209092.0,0.67,614,1,0.690005678694
15926,0.84,578,1364.0,1131.0,3852.0,5154851.0,0.84,578,1,0.565483970675
15927,1.05,669,1360.0,1107.0,3821.0,5080341.0,1.05,669,1,0.639214858341
15928,0.76,626,1369.0,1159.0,3711.0,5046134.0,0.76,626,1,0.0
15929,1.11,609,1348.0,1153.0,3683.0,4947571.0,1.11,609,1,0.572540039785
15930,0.64,580,1334.0,1119.0,3662.0,4922189.0,0.64,580,1,0.0
15931,1.14,602,1320.0,1131.0,3648.0,4865590.0,1.14,602,1,0.820441327932
15932,0.89,596,1323.0,1154.0,3645.0,4781600.0,0.89,596,1,0.0
15933,1.07,641,1328.0,1154.0,3626.0,4796358.0,1.07,641,1,0.511984594053
15934,0.9,636,1301.0,1162.0,3576.0,4842319.0,0.9,636,1,0.0
15935,0.82,601,1291.0,1123.0,3564.0,4783678.0,0.82,601,1,0.576881575712
15936,1.02,676,1278.0,1133.0,3520.0,4736809.0,1.02,676,2,0.0
15937,1.01,607,1278.0,1162.0,3478.0,4586716.0,1.01,607,1,0.0
15938,0.96,591,1235.0,1138.0,3448.0,4520006.0,0.96,591,1,0.0
15939,0.83,637,1250.0,1159.0,3399.0,4501521.0,0.83,637,1,0.0
15940,0.69,582,1236.0,1125.0,3385.0,4500447.0,0.69,582,1,0.529505591285
15941,0.98,655,1236.0,1095.0,3375.0,4456366.0,0.98,655,1,0.0
15942,0.81,618,1216.0,1135.0,3330.0,4433597.0,0.81,618,1,0.56379495722
15943,1.14,607,1221.0,1123.0,3291.0,4458766.0,1.14,607,1,0.778336316498
15944,0.96,615,1199.0,1123.0,3268.0,4367238.0,0.96,615,1,0.0
15945,0.72,616,1181.0,1154.0,3238.0,4291362.0,0.72,616,1,0.0
15946,1.02,680,1166.0,1181.0,3218.0,4242850.0,1.02,680,1,0.0
15947,0.81,590,1175.0,1128.0,3173.0,4238125.0,0.81,590,1,0.0
15948,0.81,561,1160.0,1123.0,3093.0,4159069.0,0.81,561,1,0.0
15949,1.42,623,1141.0,1084.0,3066.0,4113070.0,1.42,623,1,0.0
15950,1.18,629,1109.0,1091.0,3053.0,4030298.0,1.18,629,2,0.0
15951,1.35,595,1088.0,1109.0,3014.0,4027216.0,1.35,595,1,0.0
15952,0.85,568,1090.0,1152.0,3006.0,3964803.0,0.85,568,1,0.0
15953,0.77,565,1113.0,1136.0,3021.0,3952040.0,0.77,565,1,0.0
15954,0.81,580,1112.0,1130.0,2990.0,4032386.0,0.81,580,1,0.535800630194
15955,0.98,661,1105.0,1085.0,2962.0,4021221.0,0.98,661,1,0.0
15956,0.68,618,1079.0,1112.0,2916.0,3938378.0,0.68,618,1,0.0
15957,0.76,621,1075.0,1117.0,2916.0,3872487.0,0.76,621,1,0.0
15958,1.2,589,1051.0,1077.0,2890.0,3856993.0,1.2,589,1,0.539959530521
15959,1.24,631,1055.0,1116.0,2859.0,3780207.0,1.24,631,1,0.575349356698
15960,1.3,613,1055.0,1096.0,2812.0,3781791.0,1.3,613,1,0.57021735947
15961,1.12,659,1054.0,1141.0,2819.0,3718784.0,1.12,659,1,0.0
15962,1.03,593,1040.0,1092.0,2803.0,3687962.0,1.03,593,1,0.0
15963,0.81,622,1020.0,1107.0,2752.0,3692927.0,0.81,622,1,0.765081659138
15964,0.94,522,1006.0,1145.0,2748.0,3639461.0,0.94,522,1,0.0
15965,0.89,675,989.0,1145.0,2700.0,3622390.0,0.89,675,1,0.560641070276
15966,0.84,608,997.0,1105.0,2666.0,3585482.0,0.84,608,1,0.580438121155
15967,0.5,598,985.0,1134.0,2640.0,3546263.0,0.5,598,1,0.551341509228
15968,1.05,613,993.0,1108.0,2607.0,3495064.0,1.05,613,1,0.0
15969,0.81,574,977.0,1131.0,2576.0,3471918.0,0.81,574,1,0.0
15970,0.59,587,947.0,1127.0,2561.0,3400232.0,0.59,587,1,0.0
15971,1.67,610,967.0,1094.0,2560.0,3428849.0,1.67,610,2,0.0
15972,0.97,580,936.0,1136.0,2525.0,3391839.0,0.97,580,1,0.830914232056
15973,0.75,583,947.0,1119.0,2522.0,3360265.0,0.75,583,1,0.0
15974,0.84,606,961.0,1110.0,2503.0,3356906.0,0.84,606,1,0.0
15975,0.76,636,929.0,1074.0,2495.0,3361996.0,0.76,636,1,0.826580024119
15976,1.09,591,922.0,1083.0,2477.0,3360767.0,1.09,591,1,0.742459450038
15977,0.79,603,929.0,1096.0,2473.0,3349399.0,0.79,603,1,0.826980147051
15978,0.85,563,937.0,1104.0,2452.0,3319218.0,0.85,563,1,0.529372217627
15979,0.64,658,901.0,1104.0,2428.0,3323244.0,0.64,658,1,0.569167295635
15980,1.15,608,907.0,1084.0,2407.0,3287471.0,1.15,608,1,0.772107216368
15981,0.93,647,902.0,1085.0,2390.0,3236221.0,0.93,647,1,0.638852345491
15982,1.21,583,893.0,1124.0,2355.0,3188757.0,1.21,583,1,0.830136159448
15983,0.93,600,894.0,1095.0,2386.0,3173019.0,0.93,600,1,0.606263102462
15984,1.19,559,890.0,1121.0,2355.0,3189794.0,1.19,559,1,0.884107125702
15985,0.97,594,876.0,1112.0,2346.0,3178682.0,0.97,594,1,0.655733196064
15986,1.0,563,887.0,1123.0,2320.0,3146378.0,1.0,563,2,0.688388037362
15987,0.91,565,870.0,1067.0,2307.0,3155914.0,0.91,565,1,0.841310289535
15988,0.49,559,857.0,1057.0,2289.0,3120469.0,0.49,559,1,0.832308385052
15989,0.74,547,853.0,1085.0,2274.0,3068997.0,0.74,547,1,0.603231701749
15990,1.41,586,852.0,1118.0,2268.0,3049135.0,1.41,586,1,0.753206170178
15991,0.7,535,862.0,1120.0,2258.0,3088137.0,0.7,535,1,0.648026004377
15992,0.74,587,850.0,1094.0,2228.0,3094041.0,0.74,587,1,0.707599227479
15993,0.55,583,843.0,1123.0,2224.0,3049089.0,0.55,583,1,0.763362544643
15994,0.76,619,843.0,1054.0,2221.0,3032414.0,0.76,619,1,0.0
15995,1.14,611,856.0,1084.0,2200.0,3034306.0,1.14,611,2,0.0
15996,0.6,671,824.0,1065.0,2196.0,2985919.0,0.6,671,1,0.0
15997,0.58,563,818.0,1061.0,2197.0,2946483.0,0.58,563,2,0.516783841429
15998,0.93,608,823.0,1050.0,2196.0,2939063.0,0.93,608,0,0.0
15999,1.0,583,812.0,1104.0,2156.0,2953963.0,1.0,583,0,0.0
16000,0.88,588,822.0,1104.0,2166.0,2930777.0,0.88,588,0,0.0
16001,0.88,579,819.0,1160.0,2159.0,2940468.0,0.88,579,0,0.0
16002,0.56,602,811.0,1064.0,2149.0,2949050.0,0.56,602,0,0.0
16003,0.58,486,838.0,1052.0,2169.0,2956352.0,0.58,486,0,0.0
16004,0.94,646,821.0,1150.0,2140.0,3006714.0,0.94,646,0,0.0
16005,1.06,583,812.0,1139.0,2132.0,2933105.0,1.06,583,0,0.0
16006,1.6,607,763.0,1090.0,2086.0,2838253.0,1.6,607,0,0.0
16007,0.58,593,764.0,1128.0,2084.0,2762555.0,0.58,593,0,0.0
16008,0.84,594,797.0,1128.0,2145.0,2749334.0,0.84,594,0,0.0
16009,0.69,581,808.0,1101.0,2168.0,2892001.0,0.69,581,0,0.0
16010,0.85,649,818.0,1112.0,2201.0,2961062.0,0.85,649,0,0.0
16011,0.77,580,822.0,1073.0,2191.0,2964875.0,0.77,580,0,0.0
16012,2.63,586,781.0,1023.0,2182.0,2947486.0,2.63,586,1,0.997059263291
16013,0.88,604,806.0,1070.0,2215.0,2887636.0,0.88,604,1,0.658694875204
16014,0.69,630,795.0,1106.0,2197.0,2955051.0,0.69,630,1,0.816722023924
16015,1.03,613,797.0,1140.0,2210.0,2881335.0,1.03,613,1,0.775289745882
16016,0.83,602,803.0,1102.0,2197.0,2905750.0,0.83,602,1,0.619085783912
16017,0.9,530,785.0,1104.0,2221.0,2910739.0,0.9,530,1,0.951116815385
16018,0.64,537,797.0,1020.0,2275.0,2903905.0,0.64,537,1,0.747008740867
16019,0.98,551,804.0,1063.0,2248.0,2916233.0,0.98,551,2,0.0
16020,1.02,537,784.0,1105.0,2253.0,2926974.0,1.02,537,1,0.93227241057
16021,1.56,646,802.0,1098.0,2343.0,2911386.0,1.56,646,1,0.863361608641
16022,1.22,646,797.0,1062.0,2357.0,3028433.0,1.22,646,1,0.927894775893
16023,0.8,563,785.0,1086.0,2364.0,3047701.0,0.8,563,1,0.984211337216
16024,0.61,624,791.0,1095.0,2323.0,3020182.0,0.61,624,1,0.834956216669
16025,0.78,599,777.0,1104.0,2301.0,2935132.0,0.78,599,1,0.962835916813
16026,0.94,627,744.0,1152.0,2269.0,2852025.0,0.94,627,1,0.847556915099
16027,0.66,574,764.0,1089.0,2294.0,2763615.0,0.66,574,1,0.934246176169
16028,1.54,604,758.0,1076.0,2289.0,2826298.0,1.54,604,1,0.943478111946
16029,1.04,593,760.0,1069.0,2278.0,2804676.0,1.04,593,1,0.89961305027
16030,0.8,600,742.0,1047.0,2236.0,2750083.0,0.8,600,1,0.910465679632
16031,0.58,636,735.0,1068.0,2177.0,2674821.0,0.58,636,2,0.904401257782
16032,1.23,595,733.0,1089.0,2142.0,2630326.0,1.23,595,0,0.0
16033,1.18,648,732.0,1144.0,2164.0,2592555.0,1.18,648,0,0.0
16034,1.04,594,729.0,1100.0,2119.0,2610366.0,1.04,594,0,0.0
16035,0.5,566,725.0,1099.0,2090.0,2604248.0,0.5,566,0,0.0
16036,0.64,638,730.0,1093.0,2072.0,2544005.0,0.64,638,0,0.0
16037,0.56,566,706.0,1071.0,2069.0,2564862.0,0.56,566,0,0.0
16038,1.23,622,713.0,1083.0,2047.0,2538258.0,1.23,622,0,0.0
16039,0.86,526,685.0,1127.0,1933.0,2509267.0,0.86,526,0,0.0
16040,0.88,546,718.0,1066.0,2026.0,2391858.0,0.88,546,1,0.0
16041,1.14,595,715.0,1100.0,2027.0,2522174.0,1.14,595,1,0.0
16042,0.74,575,708.0,1125.0,1981.0,2549783.0,0.74,575,1,0.0
16043,1.06,554,680.0,1124.0,1963.0,2440772.0,1.06,554,1,0.0
16044,1.1,577,698.0,1069.0,1972.0,2410405.0,1.1,577,1,0.0
16045,0.58,583,666.0,1082.0,1907.0,2468021.0,0.58,583,1,0.0
16046,1.18,666,662.0,1157.0,1931.0,2317957.0,1.18,666,2,0.0
16047,0.92,623,661.0,1082.0,1906.0,2373724.0,0.92,623,0,0.0
16048,1.65,639,657.0,1108.0,1874.0,2338202.0,1.65,639,0,0.0
16049,1.01,613,676.0,1123.0,1900.0,2347334.0,1.01,613,0,0.0
16050,0.63,602,634.0,1110.0,1848.0,2389896.0,0.63,602,0,0.0
16051,0.98,552,626.0,1066.0,1812.0,2255498.0,0.98,552,0,0.0
16052,0.97,588,569.0,1040.0,1627.0,2208346.0,0.97,588,0,0.0
16053,0.68,491,604.0,1101.0,1765.0,2034271.0,0.68,491,0,0.0
16054,0.82,497,665.0,1151.0,1815.0,2264422.0,0.82,497,1,0.0
